id,request_id,timestamp,user_id,username,is_authenticated,role,session_id_hash,ip_address,user_agent,http_method,endpoint,path,action,action_type,is_sensitive,resource_type,resource_id,owner_id,permission,ownership_result,authorization_result,status_code,response_time_ms,file_size,export_item_count,export_total_size,label,scenario,run_id,severity,scenario_id,window_start,window_end,window_id
22,3d20b9aa76ec4532bfa1b386fcd06c8a,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.541,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
15,48c95f38f4874677bf3e506c464af8be,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,6.998,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
11,4bceb8558fc94008aae672b2997e7e7f,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,6.732,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
16,5aa45342d2654100b43ebe9cadee1c4d,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/12/download,download_file,view_detail,False,file,12,2.0,OWNER,OWNER,allowed,200,8.621,106.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
18,6b463247e16e4ed799ab66b8612a7981,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/1,browse_folder,list,False,folder,1,2.0,OWNER,OWNER,allowed,200,6.614,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
12,a7edf66e33234c75add882850c65032f,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/14/download,download_file,view_detail,False,file,14,2.0,OWNER,OWNER,allowed,200,4.651,116.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
21,b88df7ef0b38429dbfaa3592c8d3fd56,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,10.624,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
19,b9a33b08f19d48e7858ef3a0ee1c58d9,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.shared_with_me,/shared-with-me,list_shared_files,list,False,,,,,,allowed,200,13.27,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
17,d54e5f7f38a5414b8a7b453182d8be34,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,10.042,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
8,f5240453a0d84a7dad086d8d73d3f701,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/9,view_file_detail,view_detail,False,file,9,2.0,OWNER,OWNER,allowed,200,10.618,96.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
9,f74dc4f880324cd780f68de42f3ccebf,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/1,browse_folder,list,False,folder,1,2.0,OWNER,OWNER,allowed,200,9.575,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
10,febf6f083c2048ecbf8008bc76e3dec0,2026-07-17 14:21:39+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.094,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
27,040f89ff40fb4e6d9d93a2c64d1f815b,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.182,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
35,24729a9e16a844f8ab3fa33478eeb6d8,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,POST,documents.rename_file,/files/1/rename,rename_file,edit,False,file,1,2.0,OWNER,OWNER,allowed,302,9.157,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
34,28936b34cfba43a0a9141a3a8eaf7134,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.rename_file,/files/1/rename,rename_file,edit,False,file,1,2.0,OWNER,OWNER,allowed,200,10.445,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
39,373ae64fe3df4c2e950b1065955e07a6,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/61/download,download_file,view_detail,False,file,61,6.0,VIEWER,VIEWER,allowed,200,13.804,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
38,4a46e55769554779a902e93a40ac6cdc,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/13/download,download_file,view_detail,False,file,13,2.0,OWNER,OWNER,allowed,200,4.143,106.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
40,5b2ff494e29145bc8cf298092105c31e,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/3,browse_folder,list,False,folder,3,2.0,OWNER,OWNER,allowed,200,10.317,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
25,6036ec3fdc12432b95585a20e6786a54,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/13,view_file_detail,view_detail,False,file,13,2.0,OWNER,OWNER,allowed,200,4.779,106.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
37,72d8fd602338456b805be12c623fc52a,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.241,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
33,7a76ea2417ef4fe39df0f9549264b38f,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_api,/api/files/1,api_view_file_detail,view_detail,False,file,1,2.0,OWNER,OWNER,allowed,200,5.365,93.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
36,8e797714d9f54cdfbf6f50f629ec9f0e,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,11.058,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
30,914f968e9dd24b30810dfbe40a7a964e,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.379,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
28,a1ca8b8fe8db43589f07e63f3392d7ac,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.123,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
31,cfef8bf1414e4373b2fc421ef53cf034,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,7.012,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
26,d1ed6b9c2a2940f2bad801471154de77,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.92,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
24,d89c1b9b9da24f5aab71cecd76e08ffb,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.358,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
29,f0aae28cecb04a3aa3325af4ac4a5145,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,6.613,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
32,f1b8b7a3d3b247e5b0b4e46323be2aa4,2026-07-17 14:21:40+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/4/download,download_file,view_detail,False,file,4,2.0,OWNER,OWNER,allowed,200,6.163,95.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
59,02319048ac96425a825f2d6ae2ccf6d2,2026-07-17 14:21:41+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/15/download,download_file,view_detail,False,file,15,2.0,OWNER,OWNER,allowed,200,8.54,110.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
42,2791b0c8f64d4eaf81ed0c3481be79f0,2026-07-17 14:21:41+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.501,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
51,296aedcb06bb4db28c35919cc3d0efa1,2026-07-17 14:21:41+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,8.957,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
55,41e7f06e097e4f5ab4a5634f86b35ae3,2026-07-17 14:21:41+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/13,view_file_detail,view_detail,False,file,13,2.0,OWNER,OWNER,allowed,200,5.882,106.0,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
41,4f90eabd4bbe4036844babe079c335dc,2026-07-17 14:21:41+00:00,2,user1,True,USER,0ace177a47f5af4140dddaefae1fe38d8a25c178ae76fc06dad6be16ad614dee,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,9.323,,,,0,normal,raw_v1_20260717_142134,normal,normal:raw_v1_20260717_142134:user1,2026-07-17 14:20:00+00:00,2026-07-17 14:25:00+00:00,4664a3ccefd7737b
