id,request_id,timestamp,user_id,username,is_authenticated,role,session_id_hash,ip_address,user_agent,http_method,endpoint,path,action,action_type,is_sensitive,resource_type,resource_id,owner_id,permission,ownership_result,authorization_result,status_code,response_time_ms,file_size,export_item_count,export_total_size
40,66d21723fda44d52826102542f4facef,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/3,browse_folder,list,0,folder,3,2,OWNER,OWNER,allowed,200,8.165,,,
41,20922d87aea04554b0e69c5be4e42e3d,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.315,,,
42,b869745eea914cb38e2df65d854a8a6f,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,8.614,,,
43,5a4a3af0f6284c8ba32aa0a535450bde,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.shared_with_me,/shared-with-me,list_shared_files,list,0,,,,,,allowed,200,6.97,,,
44,8d845398db134ee3a146279d3012656b,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/6,view_file_detail,view_detail,0,file,6,2,OWNER,OWNER,allowed,200,5.472,93,,
45,031cc29ad25b41db9d7fed4541eb65b5,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.upload_file,/files/upload,upload_file,create,0,,,,,,allowed,200,3.569,,,
46,00544ab4379a436a9152608f3646c762,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,POST,documents.upload_file,/files/upload,upload_file,create,0,,,,,,allowed,302,9.429,,,
47,265cd6b34b534ccd98994af4f4b1976c,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/7,view_file_detail,view_detail,0,file,7,2,OWNER,OWNER,allowed,200,3.686,93,,
48,6a66a68d5f584714a84fcdb0a51f38c6,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/12/download,download_file,view_detail,0,file,12,2,OWNER,OWNER,allowed,200,3.307,106,,
49,f08a5a3cb9114182871d47cb57c1cea1,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/8/download,download_file,view_detail,0,file,8,2,OWNER,OWNER,allowed,200,4.29,93,,
50,bd74d5b63ec0413c913f9417f51813ba,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,8.148,,,
51,8c590a4e95f74c40b8c8b2ecfc358c9e,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,6.647,,,
52,35ac630ff2d64f1ea72bf17401ed629b,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,6.662,,,
53,8aa60f970e3d4087bdb3dc1ea8c96c85,2026-08-10T08:40:23,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,8.845,,,
54,e6bd056ddd0e45c896935a891f12e420,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,6.577,,,
55,683f09710cef47b0aeb80fb0a476e36a,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/13,view_file_detail,view_detail,0,file,13,2,OWNER,OWNER,allowed,200,5.728,106,,
56,0d6191b4e2ad4477bfac004e66f6b0dd,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_api,/api/files/12,api_view_file_detail,view_detail,0,file,12,2,OWNER,OWNER,allowed,200,4.463,106,,
57,e32645f515334c4b8d48136fcd22c462,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.rename_file,/files/12/rename,rename_file,edit,0,file,12,2,OWNER,OWNER,allowed,200,3.215,106,,
58,c971a398b8694f9a9776bbb3dec90ee2,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,POST,documents.rename_file,/files/12/rename,rename_file,edit,0,file,12,2,OWNER,OWNER,allowed,302,4.325,106,,
59,549b707609004cae8dd5e320f6da308c,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/15/download,download_file,view_detail,0,file,15,2,OWNER,OWNER,allowed,200,4.626,110,,
60,2fa107b6e79e40068062a7522c6ba772,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.701,,,
61,ebc583876f5d461d9012f31445fc415f,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.701,,,
62,aa989dda0def4c66b2fb025d67b68875,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.49,,,
63,fac9961949654e2aa7429e366db0ca32,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,6.961,,,
64,8ad1f02ca6e549309f5ee314defebaf7,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,8.854,,,
65,c82f32ff747c43db82814eaba32601d9,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.586,,,
66,3c1ae581ec104414b48c5b95b32f0aee,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,6.981,,,
67,9f5785d28c044b2ca32c096a7b45e53a,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.956,,,
68,463b22ac6f944dc9819d4de7ec4fc6ba,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,6.269,,,
69,916c820240b34e3584492c84d547d643,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,8.08,,,
70,f4beeb00df094548aac4457e3d942090,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/2,view_file_detail,view_detail,0,file,2,2,OWNER,OWNER,allowed,200,4.905,93,,
71,0841431dd8b24c16b9632d30d9209174,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/9/download,download_file,view_detail,0,file,9,2,OWNER,OWNER,allowed,200,23.029,96,,
72,4db987e98a844156a38052dd11453a91,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/5/download,download_file,view_detail,0,file,5,2,OWNER,OWNER,allowed,200,7.25,103,,
73,7109565335824a54a8ea18338e90b883,2026-08-10T08:40:24,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.503,,,
74,d887dc0a57de431da0aa20821d30d110,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,8.389,,,
75,1494cafb549247ff804b7f634bb9624f,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,8.213,,,
76,482415008fce47868d65809a2df11081,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,8.064,,,
77,d3b410e46c0a475c91ed7ded0ae92030,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,POST,documents.export_files_csv,/files/export,export_files_csv,export,1,,,,,,allowed,200,16.409,,,
78,f651d299c63e479bab351a23f9d82be3,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.275,,,
79,22f57de4257e41af9af31cf98c0670c6,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,6.858,,,
80,58d8bf2fcdaf444991a9448f40bb1195,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,6.667,,,
81,026b9e67f4714e06924bbbfedf3f4ce6,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.58,,,
82,4796dc869eaa4889a92c8739206bbb7f,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,8.113,,,
83,970d448b86614844b7bf32a07c2da850,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.757,,,
84,631b8b6c93ee4d8f92dd972929831b9e,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/5,view_file_detail,view_detail,0,file,5,2,OWNER,OWNER,allowed,200,5.688,103,,
85,84e3f0349bce4979a6dbcb318da9c385,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,0,,,,,,allowed,200,7.369,,,
86,c8f52314b6b44089858408149a87d89c,2026-08-10T08:40:25,2,user1,1,USER,0102d50e807764919b20c62c7fbda02c35b1f656845d3873c83ab02500f2eb8d,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_api,/api/files/9,api_view_file_detail,view_detail,0,file,9,2,OWNER,OWNER,allowed,200,4.497,96,,
