id,request_id,timestamp,user_id,username,is_authenticated,role,session_id_hash,ip_address,user_agent,http_method,endpoint,path,action,action_type,is_sensitive,resource_type,resource_id,owner_id,permission,ownership_result,authorization_result,status_code,response_time_ms,file_size,export_item_count,export_total_size,label,scenario,run_id,severity,scenario_id
856,5282ae0a83ea49248aed62e3173c6fb0,2026-08-12 05:43:23+00:00,1,admin,True,ADMIN,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",GET,static,/static/css/app.css,other,other,False,,,,ADMIN,ADMIN,allowed,304,4.802,,,,0,normal,unknown_run,normal,
891,64cec3c345f740f7860fd877ac7d3cf7,2026-08-12 05:43:25+00:00,1,admin,True,ADMIN,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",GET,static,/static/css/app.css,other,other,False,,,,ADMIN,ADMIN,allowed,304,2.961,,,,0,normal,unknown_run,normal,
890,fb1f8474bdf74ce6b83b8373a061c72a,2026-08-12 05:43:25+00:00,1,admin,True,ADMIN,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",GET,alerts.index,/alerts/,admin_list_alerts,admin,True,,,,ADMIN,ADMIN,allowed,200,17.137,,,,0,normal,unknown_run,normal,
911,24157458c4a0428eba953e87938cb3f8,2026-08-12 05:43:26+00:00,1,admin,True,ADMIN,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",GET,alerts.index,/alerts/,admin_list_alerts,admin,True,,,,ADMIN,ADMIN,allowed,200,10.364,,,,0,normal,unknown_run,normal,
913,e6f44acecdcc499cbaf960fdf706342b,2026-08-12 05:43:26+00:00,1,admin,True,ADMIN,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",GET,static,/static/css/app.css,other,other,False,,,,ADMIN,ADMIN,allowed,304,2.611,,,,0,normal,unknown_run,normal,
3296,9be89e7068f2483f89fbec86cbe4d8f9,2026-08-12 05:45:39+00:00,1,admin,True,ADMIN,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",GET,static,/static/css/app.css,other,other,False,,,,ADMIN,ADMIN,allowed,304,6.29,,,,0,normal,unknown_run,normal,
3294,dd1047113adb41c48af9e29d1cb4abb6,2026-08-12 05:45:39+00:00,1,admin,True,ADMIN,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",GET,alerts.index,/alerts/,admin_list_alerts,admin,True,,,,ADMIN,ADMIN,allowed,200,13.988,,,,0,normal,unknown_run,normal,
6084,8e8059d563e04d4da236fb9241e63e3f,2026-08-12 05:48:14+00:00,1,admin,True,ADMIN,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",GET,static,/static/css/app.css,other,other,False,,,,ADMIN,ADMIN,allowed,304,2.913,,,,0,normal,unknown_run,normal,
6082,d61e6dd6dd9249e7918b4e0bc2a52e47,2026-08-12 05:48:14+00:00,1,admin,True,ADMIN,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36 Edg/151.0.0.0",GET,alerts.index,/alerts/,admin_list_alerts,admin,True,,,,ADMIN,ADMIN,allowed,200,13.151,,,,0,normal,unknown_run,normal,
2,311a2098ef9d4e4194fab34e132ed89d,2026-08-12 05:42:13+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,POST,auth.login,/auth/login,login,login,False,,,,,,allowed,302,185.848,,,,0,normal,unknown_run,normal,
6,0f95a71f7ab54699a6fc36a620187b24,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,11.344,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
12,2b70c4201abf46d1b33349a43e891426,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/14/download,download_file,view_detail,False,file,14,2.0,OWNER,OWNER,allowed,200,9.707,116.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
5,2bce2dbf0700472c8c06bd3d74b77179,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,13.925,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
8,384b8381ac074b518a5e6d323345d5c2,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/9,view_file_detail,view_detail,False,file,9,2.0,OWNER,OWNER,allowed,200,7.281,96.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
3,67003f7a2faf41c29037d15deb0c3626,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,main.dashboard,/dashboard,dashboard,list,False,,,,,,allowed,200,14.632,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
10,9a44e0ce554040ef8b28eedf0b9508c8,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,13.659,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
13,d5dbce8417af45e4bd6e07cf2f4e6d63,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,15.233,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
11,d684b41be0c741cd9d7f75eb6ca2b2ef,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,14.936,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
9,e07654fddf7749e4a343ba8c94bf4658,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/1,browse_folder,list,False,folder,1,2.0,OWNER,OWNER,allowed,200,13.505,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
7,e895f835c432497ca323e7e2232cc1ae,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/3,browse_folder,list,False,folder,3,2.0,OWNER,OWNER,allowed,200,11.986,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
4,f30b6b88720e4707b87d4743677f8a6c,2026-08-12 05:42:14+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/1/download,download_file,view_detail,False,file,1,2.0,OWNER,OWNER,allowed,200,8.632,93.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
20,0eeb043a93f24c72a26608a0871dceb1,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/10/download,download_file,view_detail,False,file,10,2.0,OWNER,OWNER,allowed,200,12.475,84.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
23,11c0aa3f383848aaa7aa5bd213035a94,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,15.54,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
24,50958c08d4214c0dbebe6e04ce2b1939,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,15.526,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
18,562390309bd74b0aa78950a778169ef7,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/1,browse_folder,list,False,folder,1,2.0,OWNER,OWNER,allowed,200,14.299,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
17,6d75a1419e654664bac1e8611d3d2042,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,13.434,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
21,8eda82e640d54166a88dbf2a740bf57c,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,15.519,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
16,9ac3cf681d344b05adb1ae49da45388f,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/12/download,download_file,view_detail,False,file,12,2.0,OWNER,OWNER,allowed,200,10.267,106.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
25,aba94d99b2ff4994b529cde19e4d96f0,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_detail,/files/13,view_file_detail,view_detail,False,file,13,2.0,OWNER,OWNER,allowed,200,8.812,106.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
14,af3142f0ac6f4bedb287835db86c36cf,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/13/download,download_file,view_detail,False,file,13,2.0,OWNER,OWNER,allowed,200,20.853,106.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
22,c35e6e31f6f34637b5e4b5bad66640aa,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,13.833,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
15,d4ed419583ff432b8a0056ba3c3f74a6,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,13.402,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
19,e779d0baff2f4c4d846c5871a642a9a6,2026-08-12 05:42:15+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.shared_with_me,/shared-with-me,list_shared_files,list,False,,,,,,allowed,200,13.576,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
34,0714029557854b3099a07e3bf1c36e50,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.rename_file,/files/1/rename,rename_file,edit,False,file,1,2.0,OWNER,OWNER,allowed,200,6.989,93.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
29,231438bd91254573ab0e895e4ab25622,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,14.45,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
30,4bc3335c26dc48f7a9d2b5c15e89c3a0,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,36.101,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
31,5a5911debc894fb5a246e6d936a91d89,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,13.681,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
38,5c8a198f478743109484e47ff269d11f,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/13/download,download_file,view_detail,False,file,13,2.0,OWNER,OWNER,allowed,200,9.444,106.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
27,69f936a3a94e4c43b46a401d3c145bb1,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,12.919,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
26,86aa66af386a4a13a7fc47ab7f81252e,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,14.409,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
35,985389802cd6405bb7b86d15a8f700ea,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,POST,documents.rename_file,/files/1/rename,rename_file,edit,False,file,1,2.0,OWNER,OWNER,allowed,302,11.233,93.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
33,adcea62a94524ed580f6605c98d63136,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.file_api,/api/files/1,api_view_file_detail,view_detail,False,file,1,2.0,OWNER,OWNER,allowed,200,5.636,93.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
32,c59843f486ab4b9381b8241a5dbc5c14,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/4/download,download_file,view_detail,False,file,4,2.0,OWNER,OWNER,allowed,200,10.187,95.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
37,d832eee44d294004be164fbbfe0c04b4,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,13.493,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
28,e1777e7dda34420ea259d9d2f19f7cab,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,15.567,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
36,f86cc189ad7249539cc5ace7fde29d49,2026-08-12 05:42:16+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,13.654,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
39,27a58eb86c994145968f54f7cbb784eb,2026-08-12 05:42:17+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/61/download,download_file,view_detail,False,file,61,6.0,VIEWER,VIEWER,allowed,200,19.394,93.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
50,3633de1d570948d19caf52b5cde1ab90,2026-08-12 05:42:17+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,13.506,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
40,5fc46f2bac4546d4b73031775a613e44,2026-08-12 05:42:17+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.browse_folder,/folders/3,browse_folder,list,False,folder,3,2.0,OWNER,OWNER,allowed,200,14.128,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
46,696830aab08a4abcb434b57e2125ada1,2026-08-12 05:42:17+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,POST,documents.upload_file,/files/upload,upload_file,create,False,,,,,,allowed,302,23.384,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
42,6c7a98b23f1449bbb3af8d40f2ddfa44,2026-08-12 05:42:17+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.index,/files,list_files,list,False,,,,,,allowed,200,17.423,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
49,6d9bc675c5244747845cf02eadc0f6d0,2026-08-12 05:42:17+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.download_file,/files/8/download,download_file,view_detail,False,file,8,2.0,OWNER,OWNER,allowed,200,9.494,93.0,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
45,8b36d647702541e887cf9dc70ac5bea6,2026-08-12 05:42:17+00:00,2,user1,True,USER,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,127.0.0.1,StudyDriveNormalSimulator/casual,GET,documents.upload_file,/files/upload,upload_file,create,False,,,,,,allowed,200,16.656,,,,0,normal,raw_v1_20260812_054207,normal,normal:raw_v1_20260812_054207:user1
