window_id,user_id,session_id_hash,window_start,window_end,label,scenario,run_id,severity,request_count,unique_endpoint_count,unique_method_count,session_duration_sec,avg_inter_request_sec,min_inter_request_sec,burst_rate,error_rate,avg_response_time_ms,sensitive_request_count,sensitive_ratio,export_count,export_ratio,delete_count,delete_ratio,unique_deleted_resource_count,unique_resource_id_count,resource_id_request_ratio,forbidden_count,forbidden_rate,not_found_count,not_found_rate,unique_failed_resource_id_count,resource_id_change_rate,max_sensitive_streak
a52711070fd20840,-1,anonymous,2026-08-12T05:46:27+00:00,2026-08-12T05:46:57+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
6d6dc82535b5063e,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:47:27+00:00,2026-08-12T05:47:57+00:00,0,normal,raw_v1_20260812_054207,normal,550,10,2,29.0,0.052823315118397086,0.0,1.0,0.0,6.83064,2,0.0036363636363636364,1,0.0018181818181818182,1,0.0018181818181818182,1,17,0.03090909090909091,0,0.0,0,0.0,0,0.9413407821229051,1
e236ce5794d3bf9d,5,22658b822da6f21ec09fd1ad6b5d75261f4531a860caa308f270460116b0eba2,2026-08-12T05:50:14+00:00,2026-08-12T05:50:44+00:00,0,normal,raw_v1_20260812_054207,normal,281,10,2,15.0,0.05357142857142857,0.0,1.0,0.0,7.792195729537368,2,0.0071174377224199285,1,0.0035587188612099642,1,0.0035587188612099642,1,16,0.05693950177935943,0,0.0,0,0.0,0,0.921875,1
1978a94c57ac2876,3,ea237752f73623591adc1111f6d71b8412fba4c49fadf45201a95ea6fec53e95,2026-08-12T05:46:09+00:00,2026-08-12T05:46:39+00:00,0,normal,raw_v1_20260812_054207,normal,476,9,2,26.0,0.05473684210526316,0.0,1.0,0.0,8.57089075630252,8,0.01680672268907563,8,0.01680672268907563,0,0.0,0,17,0.03571428571428571,0,0.0,0,0.0,0,0.896551724137931,1
43a53ee85c470351,6,b478ac99dd0ce00200d46f877a548aeb082634ac1fde71d074629386713108a4,2026-08-12T05:50:53+00:00,2026-08-12T05:51:23+00:00,0,normal,raw_v1_20260812_054207,normal,570,10,2,29.0,0.050966608084358524,0.0,1.0,0.0,7.582964912280702,6,0.010526315789473684,3,0.005263157894736842,3,0.005263157894736842,3,17,0.02982456140350877,0,0.0,0,0.0,0,0.9161073825503355,1
7cf457995c48f416,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:43:03+00:00,2026-08-12T05:43:33+00:00,0,normal,raw_v1_20260812_054207,normal,443,10,2,29.0,0.06561085972850679,0.0,1.0,0.0,11.78735440180587,3,0.006772009029345372,1,0.002257336343115124,2,0.004514672686230248,2,16,0.03611738148984198,0,0.0,0,0.0,0,0.896774193548387,1
b986d0b67c88788c,-1,anonymous,2026-08-12T05:44:29+00:00,2026-08-12T05:44:59+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
363d21fe9cd03035,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:43:01+00:00,2026-08-12T05:43:31+00:00,0,normal,raw_v1_20260812_054207,normal,425,10,2,29.0,0.06839622641509434,0.0,1.0,0.0,12.305522352941177,3,0.007058823529411765,1,0.002352941176470588,2,0.004705882352941176,2,16,0.03764705882352941,0,0.0,0,0.0,0,0.8851351351351351,1
c53e9966c251e214,-1,anonymous,2026-08-12T05:50:11+00:00,2026-08-12T05:50:41+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.235,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
35db9ad40e8a69d3,1,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,2026-08-12T05:47:53+00:00,2026-08-12T05:48:23+00:00,0,normal,unknown_run,normal,2,2,1,0.0,0.0,0.0,1.0,0.0,8.032,1,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1
f7a7bc9e58bcdde2,1,50aad02d8baf4da68ec29e8f1f10278198bbc5d968d13ced75986679b339a490,2026-08-12T05:45:25+00:00,2026-08-12T05:45:55+00:00,0,normal,unknown_run,normal,2,2,1,0.0,0.0,0.0,1.0,0.0,10.139,1,0.5,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1
39673fca4075d13e,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:47:17+00:00,2026-08-12T05:47:47+00:00,0,normal,raw_v1_20260812_054207,normal,554,10,2,29.0,0.05244122965641953,0.0,1.0,0.0,6.6656588447653435,5,0.009025270758122744,4,0.007220216606498195,1,0.0018050541516245488,1,17,0.030685920577617327,0,0.0,0,0.0,0,0.938375350140056,1
4c123d3287a4c9fe,3,ea237752f73623591adc1111f6d71b8412fba4c49fadf45201a95ea6fec53e95,2026-08-12T05:46:27+00:00,2026-08-12T05:46:57+00:00,0,normal,raw_v1_20260812_054207,normal,157,9,2,8.0,0.05128205128205128,0.0,1.0,0.0,8.858019108280253,4,0.025477707006369428,4,0.025477707006369428,0,0.0,0,17,0.10828025477707007,0,0.0,0,0.0,0,0.92,1
7f0d6e31ecddc5eb,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:43:37+00:00,2026-08-12T05:44:07+00:00,0,normal,raw_v1_20260812_054207,normal,536,10,2,29.0,0.05420560747663551,0.0,1.0,0.0,7.6857649253731335,3,0.005597014925373134,2,0.0037313432835820895,1,0.0018656716417910447,1,14,0.026119402985074626,0,0.0,0,0.0,0,0.9152542372881356,1
53fc9a145b7a315f,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:48:25+00:00,2026-08-12T05:48:55+00:00,0,normal,raw_v1_20260812_054207,normal,106,8,2,5.0,0.047619047619047616,0.0,1.0,0.0,6.908235849056604,0,0.0,0,0.0,0,0.0,0,16,0.1509433962264151,0,0.0,0,0.0,0,0.9516129032258065,0
82bc25ecce5e129f,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:44:13+00:00,2026-08-12T05:44:43+00:00,0,normal,raw_v1_20260812_054207,normal,349,10,2,20.0,0.05747126436781609,0.0,1.0,0.0,7.859361031518624,3,0.008595988538681949,2,0.0057306590257879654,1,0.0028653295128939827,1,13,0.03724928366762178,0,0.0,0,0.0,0,0.9025974025974026,1
6912208d229741b1,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:47:31+00:00,2026-08-12T05:48:01+00:00,0,normal,raw_v1_20260812_054207,normal,551,10,2,29.0,0.05272727272727273,0.0,1.0,0.0,6.850705989110708,2,0.003629764065335753,1,0.0018148820326678765,1,0.0018148820326678765,1,17,0.030852994555353903,0,0.0,0,0.0,0,0.9303621169916435,1
32520b8317535ebe,-1,anonymous,2026-08-12T05:52:49+00:00,2026-08-12T05:53:19+00:00,0,normal,unknown_run,normal,2,1,1,3.0,3.0,3.0,0.0,0.0,1.2905,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
91d1ad4825dc28cb,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:43:33+00:00,2026-08-12T05:44:03+00:00,0,normal,raw_v1_20260812_054207,normal,539,10,2,29.0,0.05390334572490706,0.0,1.0,0.0,7.684126159554732,3,0.0055658627087198514,2,0.0037105751391465678,1,0.0018552875695732839,1,14,0.025974025974025976,0,0.0,0,0.0,0,0.8931623931623932,1
01b02b5767ccc107,3,ea237752f73623591adc1111f6d71b8412fba4c49fadf45201a95ea6fec53e95,2026-08-12T05:44:43+00:00,2026-08-12T05:45:13+00:00,0,normal,raw_v1_20260812_054207,normal,544,9,2,29.0,0.053406998158379376,0.0,1.0,0.0,6.906051470588235,4,0.007352941176470588,4,0.007352941176470588,0,0.0,0,19,0.034926470588235295,0,0.0,0,0.0,0,0.9225352112676056,1
b992774ce69e516e,-1,anonymous,2026-08-12T05:52:51+00:00,2026-08-12T05:53:21+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.144,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
97f93b3fec732855,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:47:57+00:00,2026-08-12T05:48:27+00:00,0,normal,raw_v1_20260812_054207,normal,539,9,2,29.0,0.05390334572490706,0.0,1.0,0.0,7.047074211502783,3,0.0055658627087198514,3,0.0055658627087198514,0,0.0,0,16,0.029684601113172542,0,0.0,0,0.0,0,0.9294478527607362,1
4536ea46ab60f269,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:48:29+00:00,2026-08-12T05:48:59+00:00,0,normal,raw_v1_20260812_054207,normal,33,7,2,1.0,0.03125,0.0,1.0,0.0,7.708363636363638,0,0.0,0,0.0,0,0.0,0,10,0.30303030303030304,0,0.0,0,0.0,0,0.9444444444444444,0
bcac23332c0088b1,-1,anonymous,2026-08-12T05:50:23+00:00,2026-08-12T05:50:53+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.235,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
37ac38108d9c53ad,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:43:11+00:00,2026-08-12T05:43:41+00:00,0,normal,raw_v1_20260812_054207,normal,495,10,2,29.0,0.058704453441295545,0.0,1.0,0.0,10.061971717171716,3,0.006060606060606061,1,0.00202020202020202,2,0.00404040404040404,2,16,0.03232323232323232,0,0.0,0,0.0,0,0.8806818181818182,1
907debf7d33b4548,-1,anonymous,2026-08-12T05:52:43+00:00,2026-08-12T05:53:13+00:00,0,normal,unknown_run,normal,4,1,1,8.0,2.6666666666666665,2.0,0.0,0.0,1.185,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
9cf277c12f65ccc0,-1,anonymous,2026-08-12T05:44:07+00:00,2026-08-12T05:44:37+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.079,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
1f11d0d8e6bc4a65,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:43:19+00:00,2026-08-12T05:43:49+00:00,0,normal,raw_v1_20260812_054207,normal,537,10,2,29.0,0.054104477611940295,0.0,1.0,0.0,8.152145251396648,4,0.0074487895716946,1,0.00186219739292365,3,0.00558659217877095,3,16,0.0297951582867784,0,0.0,0,0.0,0,0.9103139013452914,1
be2dfdbbac01679f,-1,anonymous,2026-08-12T05:52:35+00:00,2026-08-12T05:53:05+00:00,0,normal,unknown_run,normal,6,1,1,17.0,3.4,2.0,0.0,0.0,1.3033333333333335,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
8d6bce2e9896c23f,3,ea237752f73623591adc1111f6d71b8412fba4c49fadf45201a95ea6fec53e95,2026-08-12T05:46:25+00:00,2026-08-12T05:46:55+00:00,0,normal,raw_v1_20260812_054207,normal,191,9,2,10.0,0.05263157894736842,0.0,1.0,0.0,8.70906282722513,4,0.020942408376963352,4,0.020942408376963352,0,0.0,0,17,0.08900523560209424,0,0.0,0,0.0,0,0.8842105263157894,1
58b7f9950b31026b,3,ea237752f73623591adc1111f6d71b8412fba4c49fadf45201a95ea6fec53e95,2026-08-12T05:45:09+00:00,2026-08-12T05:45:39+00:00,0,normal,raw_v1_20260812_054207,normal,545,9,2,29.0,0.05330882352941176,0.0,1.0,0.0,7.48336880733945,5,0.009174311926605505,5,0.009174311926605505,0,0.0,0,19,0.03486238532110092,0,0.0,0,0.0,0,0.9087591240875912,1
c56ea2615d4158d8,5,22658b822da6f21ec09fd1ad6b5d75261f4531a860caa308f270460116b0eba2,2026-08-12T05:50:20+00:00,2026-08-12T05:50:50+00:00,0,normal,raw_v1_20260812_054207,normal,172,10,2,9.0,0.05263157894736842,0.0,1.0,0.0,7.920627906976744,2,0.011627906976744186,1,0.005813953488372093,1,0.005813953488372093,1,16,0.09302325581395349,0,0.0,0,0.0,0,0.8904109589041096,1
d1bbbfcac51b16b8,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:47:19+00:00,2026-08-12T05:47:49+00:00,0,normal,raw_v1_20260812_054207,normal,553,10,2,29.0,0.05253623188405797,0.0,1.0,0.0,6.7381880650994574,4,0.007233273056057866,3,0.0054249547920434,1,0.0018083182640144665,1,17,0.03074141048824593,0,0.0,0,0.0,0,0.9388888888888889,1
d682d071e66e4db4,6,b478ac99dd0ce00200d46f877a548aeb082634ac1fde71d074629386713108a4,2026-08-12T05:50:33+00:00,2026-08-12T05:51:03+00:00,0,normal,raw_v1_20260812_054207,normal,545,10,2,29.0,0.05330882352941176,0.0,1.0,0.0,7.1631724770642204,4,0.007339449541284404,3,0.005504587155963303,1,0.001834862385321101,1,18,0.03302752293577982,0,0.0,0,0.0,0,0.9415807560137457,1
f3b514eb97dccd02,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:48:01+00:00,2026-08-12T05:48:31+00:00,0,normal,raw_v1_20260812_054207,normal,534,9,2,29.0,0.054409005628517824,0.0,1.0,0.0,7.0811385767790265,3,0.0056179775280898875,3,0.0056179775280898875,0,0.0,0,16,0.0299625468164794,0,0.0,0,0.0,0,0.9394904458598726,1
668b97205efa3bb2,6,b478ac99dd0ce00200d46f877a548aeb082634ac1fde71d074629386713108a4,2026-08-12T05:51:27+00:00,2026-08-12T05:51:57+00:00,0,normal,raw_v1_20260812_054207,normal,527,10,2,29.0,0.055133079847908745,0.0,1.0,0.0,9.991366223908917,6,0.011385199240986717,4,0.007590132827324478,2,0.003795066413662239,2,14,0.026565464895635674,0,0.0,0,0.0,0,0.9068100358422939,1
c8b56530cde9243b,3,ea237752f73623591adc1111f6d71b8412fba4c49fadf45201a95ea6fec53e95,2026-08-12T05:46:23+00:00,2026-08-12T05:46:53+00:00,0,normal,raw_v1_20260812_054207,normal,225,9,2,12.0,0.05357142857142857,0.0,1.0,0.0,8.637093333333333,4,0.017777777777777778,4,0.017777777777777778,0,0.0,0,17,0.07555555555555556,0,0.0,0,0.0,0,0.8818181818181818,1
84e8c8aaa2875423,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:48:13+00:00,2026-08-12T05:48:43+00:00,0,normal,raw_v1_20260812_054207,normal,316,9,2,17.0,0.05396825396825397,0.0,1.0,0.0,7.089316455696203,2,0.006329113924050633,2,0.006329113924050633,0,0.0,0,16,0.05063291139240506,0,0.0,0,0.0,0,0.946524064171123,1
d745629b9d49dbf3,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:46:41+00:00,2026-08-12T05:47:11+00:00,0,normal,raw_v1_20260812_054207,normal,532,10,2,29.0,0.054613935969868174,0.0,1.0,0.0,6.2482744360902265,3,0.005639097744360902,1,0.0018796992481203006,2,0.0037593984962406013,2,19,0.03571428571428571,0,0.0,0,0.0,0,0.9049079754601227,1
7fdb8385c60c5477,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:47:07+00:00,2026-08-12T05:47:37+00:00,0,normal,raw_v1_20260812_054207,normal,549,10,2,29.0,0.05291970802919708,0.0,1.0,0.0,6.566910746812386,4,0.007285974499089253,3,0.00546448087431694,1,0.0018214936247723133,1,17,0.030965391621129327,0,0.0,0,0.0,0,0.9491525423728814,1
8e5d4f349af9f3e4,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:46:43+00:00,2026-08-12T05:47:13+00:00,0,normal,raw_v1_20260812_054207,normal,534,10,2,29.0,0.054409005628517824,0.0,1.0,0.0,6.323372659176029,3,0.0056179775280898875,1,0.0018726591760299626,2,0.003745318352059925,2,19,0.035580524344569285,0,0.0,0,0.0,0,0.9102167182662538,1
fe05defb29588635,3,ea237752f73623591adc1111f6d71b8412fba4c49fadf45201a95ea6fec53e95,2026-08-12T05:45:01+00:00,2026-08-12T05:45:31+00:00,0,normal,raw_v1_20260812_054207,normal,542,9,2,29.0,0.053604436229205174,0.0,1.0,0.0,7.247891143911439,6,0.01107011070110701,6,0.01107011070110701,0,0.0,0,19,0.03505535055350553,0,0.0,0,0.0,0,0.9163636363636364,1
b190228d8760bf2e,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:48:07+00:00,2026-08-12T05:48:37+00:00,0,normal,raw_v1_20260812_054207,normal,420,9,2,23.0,0.05489260143198091,0.0,1.0,0.0,7.071526190476191,2,0.004761904761904762,2,0.004761904761904762,0,0.0,0,16,0.0380952380952381,0,0.0,0,0.0,0,0.9433198380566802,1
1919541293c8f521,6,b478ac99dd0ce00200d46f877a548aeb082634ac1fde71d074629386713108a4,2026-08-12T05:52:31+00:00,2026-08-12T05:53:01+00:00,0,normal,raw_v1_20260812_054207,normal,5,2,1,0.0,0.0,0.0,1.0,0.0,13.023399999999999,0,0.0,0,0.0,0,0.0,0,1,0.2,0,0.0,0,0.0,0,0.0,0
7d9b91779bcbd02d,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:47:59+00:00,2026-08-12T05:48:29+00:00,0,normal,raw_v1_20260812_054207,normal,539,9,2,29.0,0.05390334572490706,0.0,1.0,0.0,6.989317254174398,3,0.0055658627087198514,3,0.0055658627087198514,0,0.0,0,16,0.029684601113172542,0,0.0,0,0.0,0,0.9380804953560371,1
8cf097c748806ec0,3,ea237752f73623591adc1111f6d71b8412fba4c49fadf45201a95ea6fec53e95,2026-08-12T05:45:45+00:00,2026-08-12T05:46:15+00:00,0,normal,raw_v1_20260812_054207,normal,533,10,2,29.0,0.05451127819548872,0.0,1.0,0.0,8.32851407129456,8,0.0150093808630394,6,0.01125703564727955,2,0.00375234521575985,2,19,0.03564727954971857,0,0.0,0,0.0,0,0.9191176470588235,1
b36561fd43437475,-1,anonymous,2026-08-12T05:48:05+00:00,2026-08-12T05:48:35+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.908,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
c157ad0799e66811,-1,anonymous,2026-08-12T05:46:19+00:00,2026-08-12T05:46:49+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,1.507,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
ce2576195ceb06ef,5,22658b822da6f21ec09fd1ad6b5d75261f4531a860caa308f270460116b0eba2,2026-08-12T05:50:16+00:00,2026-08-12T05:50:46+00:00,0,normal,raw_v1_20260812_054207,normal,245,10,2,13.0,0.05327868852459016,0.0,1.0,0.0,7.856114285714286,2,0.00816326530612245,1,0.004081632653061225,1,0.004081632653061225,1,16,0.0653061224489796,0,0.0,0,0.0,0,0.9181818181818182,1
7664188a004cfea2,-1,anonymous,2026-08-12T05:48:01+00:00,2026-08-12T05:48:31+00:00,0,normal,unknown_run,normal,1,1,1,0.0,0.0,0.0,0.0,0.0,0.908,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0
19535d5548a6d7b2,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:43:49+00:00,2026-08-12T05:44:19+00:00,0,normal,raw_v1_20260812_054207,normal,539,9,2,29.0,0.05390334572490706,0.0,1.0,0.0,7.8343933209647485,3,0.0055658627087198514,3,0.0055658627087198514,0,0.0,0,13,0.02411873840445269,0,0.0,0,0.0,0,0.9074889867841409,1
e2b303587b441b6e,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:44:27+00:00,2026-08-12T05:44:57+00:00,0,normal,raw_v1_20260812_054207,normal,103,7,2,6.0,0.058823529411764705,0.0,1.0,0.0,8.28914563106796,1,0.009708737864077669,1,0.009708737864077669,0,0.0,0,12,0.11650485436893204,0,0.0,0,0.0,0,0.8837209302325582,1
3f6768ebacb45281,4,9b2e94d44d1ef8520af2d3e8fe05a1e9191da31c96716f08b60e18a5f9b23c51,2026-08-12T05:46:45+00:00,2026-08-12T05:47:15+00:00,0,normal,raw_v1_20260812_054207,normal,534,10,2,29.0,0.054409005628517824,0.0,1.0,0.0,6.29779213483146,3,0.0056179775280898875,1,0.0018726591760299626,2,0.003745318352059925,2,19,0.035580524344569285,0,0.0,0,0.0,0,0.906832298136646,1
c674b7a911e37c63,6,b478ac99dd0ce00200d46f877a548aeb082634ac1fde71d074629386713108a4,2026-08-12T05:51:19+00:00,2026-08-12T05:51:49+00:00,0,normal,raw_v1_20260812_054207,normal,535,10,2,29.0,0.054307116104868915,0.0,1.0,0.0,9.229927102803737,6,0.011214953271028037,5,0.009345794392523364,1,0.001869158878504673,1,14,0.026168224299065422,0,0.0,0,0.0,0,0.9154929577464789,1
130e3bdbb61da4af,2,29d88ae6a299305f8047c62b16bd2011036839d5b04eca30b87aa0e58f9e8813,2026-08-12T05:42:51+00:00,2026-08-12T05:43:21+00:00,0,normal,raw_v1_20260812_054207,normal,359,6,2,29.0,0.08100558659217877,0.0,1.0,0.0,15.407994428969358,0,0.0,0,0.0,0,0.0,0,16,0.04456824512534819,0,0.0,0,0.0,0,0.8760330578512396,0
4a08d4e3a7b5a809,5,22658b822da6f21ec09fd1ad6b5d75261f4531a860caa308f270460116b0eba2,2026-08-12T05:50:18+00:00,2026-08-12T05:50:48+00:00,0,normal,raw_v1_20260812_054207,normal,209,10,2,11.0,0.052884615384615384,0.0,1.0,0.0,7.887483253588516,2,0.009569377990430622,1,0.004784688995215311,1,0.004784688995215311,1,16,0.07655502392344497,0,0.0,0,0.0,0,0.9120879120879121,1
